Time,Analog_Airspeed,Analog_Altitude,SBG_PitchAngle_EU,SBG_RollAngle_EU,Nz_EU,Nx_EU,T72001_EU,T72002_EU,T27004_EU,T27002_EU,T27001_EU,SBG_YawAngle_EU
2019-06-03 15:40:04.100,139.1112,7046.8438,5.2468,-3.6419,0.7914,-0.0299,2340.0,2340.0,-0.4191,-1.6359,4.124,-75.3249
2019-06-03 15:40:04.120,139.0849,7047.7441,5.2468,-3.6419,1.318,0.1551,2340.0,2340.0,-0.4161,-1.6359,4.1373,-75.3249
2019-06-03 15:40:04.140,139.1462,7049.0806,5.2468,-3.6419,0.7078,0.064,2340.0,2340.0,-0.4308,-1.6329,4.1293,-75.3249
2019-06-03 15:40:04.160,139.1637,7049.9805,5.2506,-3.6377,1.3188,0.0821,2340.0,2340.0,-0.4278,-1.6359,4.1439,-75.3354
2019-06-03 15:40:04.180,139.1112,7051.1538,5.2506,-3.6377,0.7392,0.1113,2340.0,2340.0,-0.4424,-1.6359,4.1333,-75.3354
2019-06-03 15:40:04.200,139.1024,7051.999,5.2473,-3.6391,0.7733,0.0918,2340.0,2340.0,-0.4278,-1.6329,4.1359,-75.3493
2019-06-03 15:40:04.220,139.1024,7052.8994,5.2477,-3.6361,1.2522,0.0101,2340.0,2340.0,-0.4161,-1.6359,4.1359,-75.3563
2019-06-03 15:40:04.240,139.1462,7054.2632,5.2477,-3.6361,0.8487,0.1484,2340.0,2340.0,-0.4044,-1.6359,4.1306,-75.3563
2019-06-03 15:40:04.260,139.1549,7055.0815,5.2477,-3.6361,1.2071,-0.0102,2340.0,2340.0,-0.3986,-1.6359,4.1346,-75.3563
2019-06-03 15:40:04.280,139.1024,7055.436,5.2448,-3.6375,0.8568,0.1829,2340.0,2340.0,-0.4161,-1.6478,4.1399,-75.3686
2019-06-03 15:40:04.300,139.0937,7055.354,5.2484,-3.6342,0.896,0.1587,2340.0,2340.0,-0.4424,-1.6448,4.1187,-75.3843
2019-06-03 15:40:04.320,139.1112,7055.2451,5.2484,-3.6342,1.0776,-0.0478,2340.0,2340.0,-0.422,-1.6359,4.1412,-75.3843
2019-06-03 15:40:04.340,139.0236,7055.2451,5.2484,-3.6342,1.0177,0.1865,2340.0,2340.0,-0.4278,-1.6418,4.1333,-75.3843
2019-06-03 15:40:04.360,139.0236,7055.2451,5.2503,-3.6334,0.9852,-0.0323,2340.0,2340.0,-0.4191,-1.6388,4.1306,-75.3983
2019-06-03 15:40:04.380,138.9535,7055.3271,5.2503,-3.6334,1.1231,0.2017,2340.0,2340.0,-0.4103,-1.6388,4.1399,-75.3983
2019-06-03 15:40:04.400,138.9535,7055.3271,5.2491,-3.6358,1.1124,0.1525,2400.0,2400.0,-0.4103,-1.6418,4.124,-75.4158
2019-06-03 15:40:04.420,138.9622,7055.354,5.2435,-3.639,0.8036,0.0181,2400.0,2400.0,-0.4103,-1.6359,4.1306,-75.4228
2019-06-03 15:40:04.440,139.0324,7055.2998,5.2435,-3.639,1.2625,0.1237,2400.0,2400.0,-0.4103,-1.6359,4.1373,-75.4228
2019-06-03 15:40:04.460,139.0324,7055.1904,5.2435,-3.639,0.656,0.0323,2400.0,2400.0,-0.4132,-1.6388,4.132,-75.4228
2019-06-03 15:40:04.480,138.9622,7055.2178,5.2486,-3.6397,1.3439,0.0701,2400.0,2400.0,-0.4191,-1.6359,4.132,-75.4403
2019-06-03 15:40:04.500,138.971,7055.1904,5.25,-3.6392,1.2304,0.0605,2400.0,2400.0,-0.4278,-1.6388,4.132,-75.4577
2019-06-03 15:40:04.520,138.9535,7055.2178,5.25,-3.6392,0.8491,0.1238,2400.0,2400.0,-0.4103,-1.6388,4.1386,-75.4577
2019-06-03 15:40:04.540,139.0236,7055.1904,5.25,-3.6392,1.2478,0.0353,2400.0,2400.0,-0.3986,-1.6359,4.1412,-75.4577
2019-06-03 15:40:04.560,139.0061,7055.1631,5.2471,-3.6491,0.9068,0.1268,2400.0,2400.0,-0.3898,-1.6329,4.1267,-75.477
2019-06-03 15:40:04.580,138.971,7055.0815,5.2471,-3.6491,1.2396,-0.0298,2400.0,2400.0,-0.3898,-1.6359,4.132,-75.477
2019-06-03 15:40:04.600,138.9622,7054.9995,5.2512,-3.6517,1.0643,-0.0066,2400.0,2400.0,-0.4074,-1.6329,4.1227,-75.505
2019-06-03 15:40:04.620,138.971,7055.0542,5.255,-3.6525,1.0351,0.1603,2400.0,2400.0,-0.4044,-1.6269,4.1478,-75.5154
2019-06-03 15:40:04.640,139.0149,7055.0815,5.255,-3.6525,0.9486,0.0051,2400.0,2400.0,-0.422,-1.6359,4.1359,-75.5154
2019-06-03 15:40:04.660,139.0149,7055.1089,5.255,-3.6525,0.994,0.14,2400.0,2400.0,-0.3957,-1.6299,4.1359,-75.5154
2019-06-03 15:40:04.680,138.9622,7055.1631,5.253,-3.6631,0.8835,-0.0047,2400.0,2400.0,-0.3898,-1.6329,4.1333,-75.5382
2019-06-03 15:40:04.700,138.9535,7055.1631,5.2497,-3.6735,0.7991,0.0129,2400.0,2400.0,-0.3781,-1.6299,4.1333,-75.5592
2019-06-03 15:40:04.720,138.9622,7055.2178,5.2497,-3.6735,1.2574,0.15,2400.0,2400.0,-0.3898,-1.6359,4.1399,-75.5592
2019-06-03 15:40:04.740,139.0236,7055.1631,5.2497,-3.6735,0.7866,0.0239,2400.0,2400.0,-0.3957,-1.6359,4.1412,-75.5592
2019-06-03 15:40:04.760,139.0061,7055.2725,5.2534,-3.6761,1.2396,0.1212,2400.0,2400.0,-0.3957,-1.6299,4.132,-75.5819
2019-06-03 15:40:04.780,138.9622,7055.3813,5.2534,-3.6761,0.717,0.0482,2400.0,2400.0,-0.4074,-1.6329,4.1333,-75.5819
2019-06-03 15:40:04.800,138.9535,7055.4087,5.2495,-3.6839,0.7936,0.0997,2400.0,2400.0,-0.4044,-1.6448,4.1373,-75.6204
2019-06-03 15:40:04.820,138.9535,7055.4087,5.2465,-3.6828,1.3262,0.0396,2400.0,2400.0,-0.3928,-1.6448,4.1386,-75.6309
2019-06-03 15:40:04.840,139.0061,7055.4087,5.2465,-3.6828,0.7851,0.1609,2400.0,2400.0,-0.3781,-1.6448,4.1425,-75.6309
2019-06-03 15:40:04.860,139.0236,7055.3813,5.2465,-3.6828,1.291,-0.0263,2400.0,2400.0,-0.3752,-1.6448,4.1214,-75.6309
2019-06-03 15:40:04.880,138.971,7055.2998,5.2395,-3.6856,0.9149,0.1779,2400.0,2400.0,-0.3898,-1.6448,4.1346,-75.6571
2019-06-03 15:40:04.900,138.971,7055.2725,5.2365,-3.6851,0.9933,0.1899,2400.0,2400.0,-0.3928,-1.6418,4.1439,-75.6816
2019-06-03 15:40:04.920,138.9535,7055.3271,5.2365,-3.6851,1.085,-0.0338,2400.0,2400.0,-0.3869,-1.6418,4.1373,-75.6816
2019-06-03 15:40:04.940,139.1549,7055.3271,5.2365,-3.6851,1.0636,0.2149,2400.0,2400.0,-0.384,-1.6418,4.1386,-75.6816
2019-06-03 15:40:04.960,139.1375,7055.354,5.2329,-3.681,0.8942,-0.036,2400.0,2400.0,-0.3811,-1.6418,4.124,-75.7078
2019-06-03 15:40:04.980,139.1024,7055.4087,5.2329,-3.681,1.2585,0.171,2400.0,2400.0,-0.3869,-1.6418,4.1425,-75.7078
2019-06-03 15:40:05.000,139.1024,7055.354,5.223,-3.6748,1.1627,0.1523,2400.0,2400.0,-0.3957,-1.6418,4.1373,-75.7288
2019-06-03 15:40:05.020,139.1199,7055.2725,5.2125,-3.6739,0.8395,-0.0127,2400.0,2400.0,-0.3869,-1.6418,4.1359,-75.741
2019-06-03 15:40:05.040,139.1549,7055.2725,5.2125,-3.6739,1.2566,0.1485,2400.0,2400.0,-0.3811,-1.6478,4.1386,-75.741
2019-06-03 15:40:05.060,139.1549,7055.2725,5.2125,-3.6739,0.7318,0.0383,2400.0,2400.0,-0.3811,-1.6418,4.1147,-75.741
2019-06-03 15:40:05.080,139.0937,7055.2725,5.2128,-3.6608,1.3291,0.0835,2400.0,2400.0,-0.384,-1.6269,4.1439,-75.7672
2019-06-03 15:40:05.100,139.0937,7055.2451,5.2065,-3.6511,1.2618,0.0985,2400.0,2400.0,-0.3781,-1.6418,4.1465,-75.7952
2019-06-03 15:40:05.120,139.0937,7055.2178,5.2065,-3.6511,0.7688,0.0942,2400.0,2400.0,-0.384,-1.6448,4.132,-75.7952
2019-06-03 15:40:05.140,138.8832,7055.1089,5.2065,-3.6511,1.3435,0.0134,2400.0,2400.0,-0.3898,-1.6418,4.1306,-75.7952
2019-06-03 15:40:05.160,138.8832,7055.1089,5.196,-3.6475,0.8247,0.1569,2400.0,2400.0,-0.3869,-1.6388,4.1346,-75.8232
2019-06-03 15:40:05.180,138.8217,7055.2178,5.196,-3.6475,1.1734,-0.0378,2400.0,2400.0,-0.3898,-1.6388,4.1359,-75.8232
2019-06-03 15:40:05.200,138.8393,7055.2451,5.1888,-3.6309,1.1168,-0.0388,2400.0,2400.0,-0.3898,-1.6418,4.1425,-75.8634
2019-06-03 15:40:05.220,138.8305,7055.2178,5.1895,-3.6249,0.9401,0.169,2400.0,2400.0,-0.384,-1.6388,4.1253,-75.8756
2019-06-03 15:40:05.240,138.8745,7055.2178,5.1895,-3.6249,1.1194,-0.0358,2400.0,2400.0,-0.3898,-1.6388,4.1373,-75.8756
2019-06-03 15:40:05.260,138.8832,7055.2178,5.1895,-3.6249,1.0617,0.1752,2400.0,2400.0,-0.3957,-1.6329,4.1214,-75.8756
2019-06-03 15:40:05.280,138.8393,7055.0815,5.1857,-3.6198,0.9741,-0.0293,2400.0,2400.0,-0.3869,-1.6269,4.1452,-75.9036
2019-06-03 15:40:05.300,138.8393,7055.1357,5.1772,-3.6172,0.8938,-0.0092,2400.0,2400.0,-0.3928,-1.6329,4.1439,-75.9298
2019-06-03 15:40:05.320,138.8217,7056.0088,5.1772,-3.6172,1.0462,0.1607,2400.0,2400.0,-0.384,-1.6299,4.1267,-75.9298
2019-06-03 15:40:05.340,138.5927,7057.1821,5.1772,-3.6172,0.8269,-0.0286,2400.0,2400.0,-0.4074,-1.6299,4.1227,-75.9298
2019-06-03 15:40:05.360,138.6191,7058.0552,5.1743,-3.6094,1.298,0.151,2400.0,2400.0,-0.3986,-1.6299,4.1333,-75.9578
2019-06-03 15:40:05.380,138.5573,7059.3101,5.1757,-3.6084,0.7599,0.0331,2400.0,2400.0,-0.3928,-1.6329,4.1373,-75.9823
2019-06-03 15:40:05.400,138.5573,7060.1289,5.1669,-3.6138,0.7651,0.0928,2340.0,2340.0,-0.3869,-1.6448,4.1439,-75.9945
2019-06-03 15:40:05.420,138.5485,7060.9199,5.1662,-3.6102,1.1523,0.0894,2340.0,2340.0,-0.3928,-1.6388,4.1227,-76.0068
2019-06-03 15:40:05.440,138.6015,7062.1475,5.1662,-3.6102,0.7374,0.0791,2340.0,2340.0,-0.3928,-1.6388,4.1293,-76.0068
2019-06-03 15:40:05.460,138.6191,7062.9932,5.1662,-3.6102,1.2067,0.0535,2340.0,2340.0,-0.4015,-1.6388,4.132,-76.0068
2019-06-03 15:40:05.480,138.5485,7063.2388,5.1554,-3.6184,0.8668,0.1346,2340.0,2340.0,-0.3957,-1.6299,4.1359,-76.033
2019-06-03 15:40:05.500,138.5573,7063.2388,5.1526,-3.6181,0.8624,0.1738,2340.0,2340.0,-0.3986,-1.6418,4.132,-76.0557
2019-06-03 15:40:05.520,138.5397,7063.2388,5.1526,-3.6181,1.1505,0.0068,2340.0,2340.0,-0.4044,-1.6388,4.1293,-76.0557
2019-06-03 15:40:05.540,138.6103,7063.2388,5.1526,-3.6181,0.9652,0.1364,2340.0,2340.0,-0.3957,-1.6359,4.1373,-76.0557
2019-06-03 15:40:05.560,138.6015,7063.2935,5.1496,-3.6188,1.021,0.018,2340.0,2340.0,-0.3869,-1.6359,4.1306,-76.0767
2019-06-03 15:40:05.580,138.5485,7063.2388,5.1496,-3.6188,0.99,0.1776,2340.0,2340.0,-0.3752,-1.6359,4.1346,-76.0767
2019-06-03 15:40:05.600,138.5573,7063.2661,5.1403,-3.6293,1.0662,0.1918,2340.0,2340.0,-0.3781,-1.6388,4.1359,-76.1082
2019-06-03 15:40:05.620,138.5573,7063.2661,5.1336,-3.639,0.9667,-0.006,2340.0,2340.0,-0.384,-1.6359,4.1253,-76.1204
2019-06-03 15:40:05.640,138.6015,7063.3208,5.1336,-3.639,1.1853,0.1306,2340.0,2340.0,-0.3957,-1.6269,4.1373,-76.1204
2019-06-03 15:40:05.660,138.6103,7063.2935,5.1336,-3.639,0.869,0.0624,2340.0,2340.0,-0.4103,-1.6329,4.1227,-76.1204
2019-06-03 15:40:05.680,138.5485,7063.2388,5.1303,-3.6459,1.1653,0.0901,2340.0,2340.0,-0.3928,-1.6299,4.1465,-76.1449
2019-06-03 15:40:05.700,138.5485,7063.1846,5.1255,-3.6628,1.1823,0.0919,2340.0,2340.0,-0.3986,-1.6329,4.1425,-76.1694
2019-06-03 15:40:05.720,138.5397,7063.1846,5.1255,-3.6628,0.7958,0.0823,2340.0,2340.0,-0.3898,-1.6388,4.1293,-76.1694
2019-06-03 15:40:05.740,138.6103,7063.2114,5.1255,-3.6628,1.22,0.033,2340.0,2340.0,-0.3928,-1.6329,4.1306,-76.1694
2019-06-03 15:40:05.760,138.6015,7063.2661,5.1165,-3.682,0.8506,0.101,2340.0,2340.0,-0.3811,-1.6299,4.124,-76.1939
2019-06-03 15:40:05.780,138.5485,7063.2661,5.1165,-3.682,1.166,0.0372,2340.0,2340.0,-0.3694,-1.6329,4.1386,-76.1939
2019-06-03 15:40:05.800,138.5485,7063.3208,5.113,-3.7126,1.0599,0.0406,2340.0,2340.0,-0.3665,-1.6359,4.1439,-76.2306
2019-06-03 15:40:05.820,138.5662,7063.2661,5.1106,-3.7215,0.9537,0.1271,2340.0,2340.0,-0.384,-1.6239,4.1161,-76.2428
2019-06-03 15:40:05.840,138.6103,7063.3208,5.1106,-3.7215,1.0399,-0.0052,2340.0,2340.0,-0.3781,-1.6209,4.1359,-76.2428
2019-06-03 15:40:05.860,138.6103,7063.3481,5.1106,-3.7215,1.0244,0.1496,2340.0,2340.0,-0.3781,-1.6359,4.1373,-76.2428
2019-06-03 15:40:05.880,138.5397,7063.3208,5.1051,-3.7451,1.0014,0.006,2340.0,2340.0,-0.3665,-1.6149,4.1346,-76.2673
2019-06-03 15:40:05.900,138.5573,7063.3208,5.096,-3.7699,0.8273,0.0389,2340.0,2340.0,-0.3694,-1.6209,4.1373,-76.29
2019-06-03 15:40:05.920,138.5397,7063.2935,5.096,-3.7699,1.1098,0.1152,2340.0,2340.0,-0.3723,-1.6209,4.1094,-76.29
2019-06-03 15:40:05.940,138.6103,7063.3755,5.096,-3.7699,0.9053,0.047,2340.0,2340.0,-0.3723,-1.6209,4.1333,-76.29
2019-06-03 15:40:05.960,138.6015,7063.3755,5.0902,-3.791,1.176,0.1035,2340.0,2340.0,-0.3752,-1.6239,4.1399,-76.311
2019-06-03 15:40:05.980,138.5485,7063.4297,5.0902,-3.791,0.9138,0.0545,2340.0,2340.0,-0.3665,-1.6209,4.1386,-76.311
2019-06-03 15:40:06.000,138.5485,7063.4844,5.0814,-3.8315,0.9009,0.0613,2340.0,2340.0,-0.3781,-1.6209,4.132,-76.325
2019-06-03 15:40:06.020,138.5485,7063.4297,5.0811,-3.842,1.1242,0.0799,2340.0,2340.0,-0.3752,-1.6209,4.124,-76.3338
2019-06-03 15:40:06.040,138.5927,7063.5117,5.0811,-3.842,0.8591,0.1045,2340.0,2340.0,-0.3694,-1.6209,4.1253,-76.3338
2019-06-03 15:40:06.060,138.6191,7063.4844,5.0811,-3.842,1.1834,0.0189,2340.0,2340.0,-0.3781,-1.6209,4.1399,-76.3338
2019-06-03 15:40:06.080,138.5485,7063.457,5.076,-3.8628,0.8946,0.1501,2340.0,2340.0,-0.3752,-1.6179,4.1359,-76.353
2019-06-03 15:40:06.100,138.5485,7063.3755,5.0751,-3.881,0.99,0.1775,2340.0,2340.0,-0.384,-1.6179,4.1399,-76.3705
2019-06-03 15:40:06.120,138.5485,7063.3755,5.0751,-3.881,0.9844,-0.0462,2340.0,2340.0,-0.3898,-1.6209,4.1253,-76.3705
2019-06-03 15:40:06.140,138.5927,7063.3755,5.0751,-3.881,1.0573,0.2057,2340.0,2340.0,-0.3811,-1.5969,4.128,-76.3705
2019-06-03 15:40:06.160,138.6015,7063.4297,5.0712,-3.8989,1.0092,-0.0204,2340.0,2340.0,-0.3752,-1.5969,4.1412,-76.3862
2019-06-03 15:40:06.180,138.5485,7063.5117,5.0712,-3.8989,1.1065,0.1639,2340.0,2340.0,-0.3577,-1.552,4.1386,-76.3862
2019-06-03 15:40:06.200,138.5309,7063.5391,5.0666,-3.9252,1.2111,0.1392,2340.0,2340.0,-0.3694,-1.57,4.1267,-76.4054
2019-06-03 15:40:06.220,138.5573,7063.457,5.0633,-3.9347,0.7966,0.0335,2340.0,2340.0,-0.3665,-1.579,4.1267,-76.4142
2019-06-03 15:40:06.240,138.6103,7063.4302,5.0633,-3.9347,1.2045,0.1356,2340.0,2340.0,-0.3811,-1.579,4.1306,-76.4142
2019-06-03 15:40:06.260,138.6103,7063.4028,5.0633,-3.9347,0.7655,0.0963,2340.0,2340.0,-0.3781,-1.579,4.1531,-76.4142
2019-06-03 15:40:06.280,138.5485,7063.4028,5.0611,-3.9488,1.2744,0.0476,2340.0,2340.0,-0.3869,-1.549,4.1253,-76.4282
2019-06-03 15:40:06.300,138.5485,7063.3755,5.0553,-3.964,1.2407,0.0241,2340.0,2340.0,-0.3723,-1.549,4.132,-76.4404
2019-06-03 15:40:06.320,138.5397,7063.3755,5.0553,-3.964,0.8402,0.1273,2340.0,2340.0,-0.3811,-1.552,4.124,-76.4404
2019-06-03 15:40:06.340,138.6103,7063.3755,5.0553,-3.964,1.2163,0.0299,2340.0,2340.0,-0.3577,-1.552,4.1306,-76.4404
2019-06-03 15:40:06.360,138.5927,7063.3208,5.047,-3.9815,0.8883,0.1778,2340.0,2340.0,-0.3635,-1.558,4.132,-76.4544
2019-06-03 15:40:06.380,138.5485,7063.3481,5.047,-3.9815,1.1283,-0.0087,2340.0,2340.0,-0.3606,-1.549,4.1306,-76.4544
2019-06-03 15:40:06.400,138.5573,7063.3481,5.0375,-4.0051,1.0521,-0.0128,2400.0,2400.0,-0.3723,-1.546,4.1333,-76.4701
2019-06-03 15:40:06.420,138.5662,7063.3208,5.0377,-4.0119,1.1198,0.1485,2400.0,2400.0,-0.3957,-1.549,4.1134,-76.4771
2019-06-03 15:40:06.440,138.6015,7063.3481,5.0377,-4.0119,0.9992,-0.0204,2400.0,2400.0,-0.3665,-1.5161,4.1253,-76.4771
2019-06-03 15:40:06.460,138.6015,7063.3481,5.0377,-4.0119,1.152,0.1779,2400.0,2400.0,-0.3752,-1.5011,4.12,-76.4771
2019-06-03 15:40:06.480,138.5485,7063.3208,5.0288,-4.0183,0.7951,-0.0122,2400.0,2400.0,-0.3635,-1.4471,4.1293,-76.4824
2019-06-03 15:40:06.500,138.5573,7063.2661,5.0175,-4.0293,0.8284,-0.0056,2400.0,2400.0,-0.3577,-1.4171,4.1227,-76.4894
2019-06-03 15:40:06.520,138.5397,7063.2935,5.0175,-4.0293,1.1986,0.1269,2400.0,2400.0,-0.3665,-1.4201,4.12,-76.4894
2019-06-03 15:40:06.540,138.7513,7063.3208,5.0175,-4.0293,0.8243,0.0448,2400.0,2400.0,-0.3635,-1.3961,4.1121,-76.4894
2019-06-03 15:40:06.560,138.7249,7063.3481,5.0138,-4.0273,1.3054,0.1116,2400.0,2400.0,-0.3606,-1.3931,4.1359,-76.4981
2019-06-03 15:40:06.580,138.6897,7063.4297,5.0138,-4.0273,0.6427,0.0832,2400.0,2400.0,-0.3694,-1.333,4.1094,-76.4981
2019-06-03 15:40:06.600,138.672,7063.4844,4.9989,-4.0238,0.8365,0.0872,2400.0,2400.0,-0.3694,-1.333,4.1147,-76.5034
2019-06-03 15:40:06.620,138.6897,7063.457,4.9967,-4.0176,1.1938,0.063,2400.0,2400.0,-0.3781,-1.351,4.1147,-76.5069
2019-06-03 15:40:06.640,138.7425,7063.3755,4.9967,-4.0176,0.8709,0.1128,2400.0,2400.0,-0.3606,-1.345,4.1214,-76.5069
2019-06-03 15:40:06.660,138.7425,7063.3208,4.9967,-4.0176,1.1586,0.0155,2400.0,2400.0,-0.3606,-1.363,4.1253,-76.5069
2019-06-03 15:40:06.680,138.6809,7063.2661,4.9895,-4.008,0.9271,0.1418,2400.0,2400.0,-0.3665,-1.357,4.1161,-76.5104
2019-06-03 15:40:06.700,138.6985,7063.1572,4.9892,-3.9903,0.983,0.1576,2400.0,2400.0,-0.3665,-1.366,4.1227,-76.5139
2019-06-03 15:40:06.720,138.672,7063.1846,4.9892,-3.9903,1.0144,-0.0126,2400.0,2400.0,-0.3665,-1.4261,4.1293,-76.5139
2019-06-03 15:40:06.740,138.4513,7063.1572,4.9892,-3.9903,1.034,0.171,2400.0,2400.0,-0.3548,-1.4171,4.124,-76.5139
2019-06-03 15:40:06.760,138.4601,7063.2114,4.987,-3.9786,0.7818,-0.0181,2400.0,2400.0,-0.3343,-1.4411,4.1412,-76.5173
2019-06-03 15:40:06.780,138.3982,7063.1299,4.9834,-3.9613,1.1608,0.1857,2400.0,2400.0,-0.346,-1.4411,4.1161,-76.5278
2019-06-03 15:40:06.800,138.407,7063.1299,4.9875,-3.9501,1.1971,0.1981,2400.0,2400.0,-0.3518,-1.4411,4.1253,-76.5278
2019-06-03 15:40:06.820,138.407,7063.1025,4.982,-3.9477,0.7455,0.0249,2400.0,2400.0,-0.3665,-1.4411,4.1386,-76.5278
2019-06-03 15:40:06.840,138.4601,7063.1299,4.982,-3.9477,1.1675,0.1204,2400.0,2400.0,-0.3694,-1.4381,4.1293,-76.5278
2019-06-03 15:40:06.860,138.4778,7063.1299,4.982,-3.9477,0.8383,0.0698,2400.0,2400.0,-0.3665,-1.4381,4.1346,-76.5278
2019-06-03 15:40:06.880,138.407,7063.1572,4.9809,-3.9269,1.1472,0.1018,2400.0,2400.0,-0.3489,-1.4381,4.1253,-76.5278
2019-06-03 15:40:06.900,138.407,7063.1299,4.9784,-3.9063,1.2219,0.0927,2400.0,2400.0,-0.3343,-1.4381,4.1227,-76.5278
2019-06-03 15:40:06.920,138.407,7063.1572,4.9784,-3.9063,0.7292,0.1221,2400.0,2400.0,-0.3314,-1.4621,4.124,-76.5278
2019-06-03 15:40:06.940,138.4601,7063.1572,4.9784,-3.9063,1.1316,0.0072,2400.0,2400.0,-0.3226,-1.4561,4.1227,-76.5278
2019-06-03 15:40:06.960,138.4601,7063.2114,4.9712,-3.8856,0.8957,0.1718,2400.0,2400.0,-0.3168,-1.4531,4.1439,-76.5243
2019-06-03 15:40:06.980,138.407,7063.2935,4.9712,-3.8856,1.0636,-0.0046,2400.0,2400.0,-0.3138,-1.4531,4.1253,-76.5243
2019-06-03 15:40:07.000,138.3982,7063.2935,4.9718,-3.8464,1.0684,-0.0177,2400.0,2400.0,-0.3051,-1.4531,4.124,-76.5243
2019-06-03 15:40:07.020,138.4159,7063.2935,4.9754,-3.8306,0.9452,0.205,2400.0,2400.0,-0.2963,-1.4741,4.1333,-76.5243
2019-06-03 15:40:07.040,138.469,7063.3208,4.9754,-3.8306,1.0136,-0.0428,2400.0,2400.0,-0.308,-1.4621,4.1412,-76.5243
2019-06-03 15:40:07.060,138.4601,7063.2935,4.9754,-3.8306,1.1239,0.1798,2400.0,2400.0,-0.3372,-1.4651,4.1412,-76.5243
2019-06-03 15:40:07.080,138.3982,7063.2935,4.9709,-3.8043,0.8062,-0.0276,2400.0,2400.0,-0.3752,-1.4681,4.124,-76.5226
2019-06-03 15:40:07.100,138.4247,7063.3755,4.9655,-3.7802,0.9049,-0.0036,2400.0,2400.0,-0.3869,-1.4651,4.1253,-76.5209
2019-06-03 15:40:07.120,138.3982,7064.3032,4.9655,-3.7802,1.2219,0.1884,2400.0,2400.0,-0.3898,-1.4561,4.1412,-76.5209
2019-06-03 15:40:07.140,138.3184,7065.6401,4.9655,-3.7802,0.7259,0.0145,2400.0,2400.0,-0.3781,-1.4591,4.1452,-76.5209
2019-06-03 15:40:07.160,138.3273,7066.541,4.9658,-3.7496,1.2714,0.1034,2400.0,2400.0,-0.3577,-1.4591,4.1478,-76.5191
2019-06-03 15:40:07.180,138.2652,7067.8506,4.9658,-3.7496,0.7233,0.0774,2400.0,2400.0,-0.3606,-1.4591,4.124,-76.5191
2019-06-03 15:40:07.200,138.2652,7068.7515,4.9602,-3.7067,0.7914,0.0754,2400.0,2400.0,-0.3518,-1.4591,4.1253,-76.5209
2019-06-03 15:40:07.220,138.2652,7069.6792,4.9618,-3.6872,1.2378,0.0558,2400.0,2400.0,-0.3694,-1.4621,4.1425,-76.5226
2019-06-03 15:40:07.240,138.3184,7071.0435,4.9618,-3.6872,0.686,0.1131,2400.0,2400.0,-0.3723,-1.4531,4.1492,-76.5226
2019-06-03 15:40:07.260,138.3273,7071.8896,4.9618,-3.6872,1.1316,-0.0143,2400.0,2400.0,-0.3518,-1.4531,4.1584,-76.5226
2019-06-03 15:40:07.280,138.2652,7072.1353,4.9573,-3.656,0.8886,0.1455,2400.0,2400.0,-0.3869,-1.4561,4.1214,-76.5261
2019-06-03 15:40:07.300,138.2741,7072.1353,4.9605,-3.6199,0.9789,0.1491,2400.0,2400.0,-0.3694,-1.4501,4.1333,-76.5313
2019-06-03 15:40:07.320,138.2652,7072.1079,4.9605,-3.6199,1.1209,-0.0069,2400.0,2400.0,-0.3752,-1.4471,4.1373,-76.5313
2019-06-03 15:40:07.340,138.3184,7072.2168,4.9605,-3.6199,0.9253,0.1765,2400.0,2400.0,-0.3518,-1.4141,4.1492,-76.5313
2019-06-03 15:40:07.360,138.3096,7072.2441,4.9621,-3.5867,0.8702,-0.0661,2400.0,2400.0,-0.3577,-1.4171,4.1359,-76.5401
2019-06-03 15:40:07.380,138.2652,7072.2441,4.9621,-3.5867,1.2108,0.1616,2400.0,2400.0,-0.3518,-1.4201,4.124,-76.5401
2019-06-03 15:40:07.400,138.2563,7072.2715,4.9621,-3.5306,1.1364,0.1443,2340.0,2340.0,-0.346,-1.4171,4.1293,-76.5593
2019-06-03 15:40:07.420,138.2741,7072.2715,4.9576,-3.5176,0.7792,0.0178,2340.0,2340.0,-0.346,-1.4051,4.1584,-76.5663
2019-06-03 15:40:07.440,138.3273,7072.2988,4.9576,-3.5176,1.3424,0.1458,2340.0,2340.0,-0.3665,-1.4081,4.1465,-76.5663
2019-06-03 15:40:07.460,138.3273,7072.2441,4.9576,-3.5176,0.7625,0.0341,2340.0,2340.0,-0.3694,-1.4051,4.1386,-76.5663
2019-06-03 15:40:07.480,138.2652,7072.2988,4.9601,-3.4786,1.2685,0.0905,2340.0,2340.0,-0.3898,-1.4051,4.1227,-76.5803
2019-06-03 15:40:07.500,138.2741,7072.2441,4.9617,-3.4384,1.3247,0.0456,2340.0,2340.0,-0.3723,-1.4081,4.132,-76.5943
2019-06-03 15:40:07.520,138.2563,7072.2168,4.9617,-3.4384,0.7629,0.1274,2340.0,2340.0,-0.3781,-1.4111,4.1531,-76.5943
2019-06-03 15:40:07.540,138.1675,7072.2168,4.9617,-3.4384,1.1897,0.0262,2340.0,2340.0,-0.3723,-1.4081,4.1465,-76.5943
2019-06-03 15:40:07.560,138.1764,7072.2441,4.9557,-3.4034,0.8931,0.1471,2340.0,2340.0,-0.3752,-1.4081,4.1373,-76.61
2019-06-03 15:40:07.580,138.123,7072.2715,4.9557,-3.4034,1.1061,-0.0091,2340.0,2340.0,-0.3781,-1.4081,4.1333,-76.61
